,Unnamed: 0,County,State,Population2019,Abbrev,Code
1104,1104,Scott,Kentucky,57004,Ky.,KY
1105,1105,Shelby,Kentucky,49024,Ky.,KY
1106,1106,Simpson,Kentucky,18572,Ky.,KY
1107,1107,Spencer,Kentucky,19351,Ky.,KY
1108,1108,Taylor,Kentucky,25769,Ky.,KY
1109,1109,Todd,Kentucky,12294,Ky.,KY
1110,1110,Trigg,Kentucky,14651,Ky.,KY
1111,1111,Trimble,Kentucky,8471,Ky.,KY
1112,1112,Union,Kentucky,14381,Ky.,KY
1113,1113,Warren,Kentucky,132896,Ky.,KY
1114,1114,Washington,Kentucky,12095,Ky.,KY
1115,1115,Wayne,Kentucky,20333,Ky.,KY
1116,1116,Webster,Kentucky,12942,Ky.,KY
1117,1117,Whitley,Kentucky,36264,Ky.,KY
1118,1118,Wolfe,Kentucky,7157,Ky.,KY
1119,1119,Woodford,Kentucky,26734,Ky.,KY
1120,1120,Acadia Parish,Louisiana,62045,La.,LA
1121,1121,Allen Parish,Louisiana,25627,La.,LA
1122,1122,Ascension Parish,Louisiana,126604,La.,LA
1123,1123,Assumption Parish,Louisiana,21891,La.,LA
1124,1124,Avoyelles Parish,Louisiana,40144,La.,LA
1125,1125,Beauregard Parish,Louisiana,37497,La.,LA
1126,1126,Bienville Parish,Louisiana,13241,La.,LA
1127,1127,Bossier Parish,Louisiana,127039,La.,LA
1128,1128,Caddo Parish,Louisiana,240204,La.,LA
1129,1129,Calcasieu Parish,Louisiana,203436,La.,LA
1130,1130,Caldwell Parish,Louisiana,9918,La.,LA
1131,1131,Cameron Parish,Louisiana,6973,La.,LA
1132,1132,Catahoula Parish,Louisiana,9494,La.,LA
1133,1133,Claiborne Parish,Louisiana,15670,La.,LA
1134,1134,Concordia Parish,Louisiana,19259,La.,LA
1135,1135,De Soto Parish,Louisiana,27463,La.,LA
1136,1136,East Baton Rouge Parish,Louisiana,440059,La.,LA
1137,1137,East Carroll Parish,Louisiana,6861,La.,LA
1138,1138,East Feliciana Parish,Louisiana,19135,La.,LA
1139,1139,Evangeline Parish,Louisiana,33395,La.,LA
1140,1140,Franklin Parish,Louisiana,20015,La.,LA
1141,1141,Grant Parish,Louisiana,22389,La.,LA
1142,1142,Iberia Parish,Louisiana,69830,La.,LA
1143,1143,Iberville Parish,Louisiana,32511,La.,LA
1144,1144,Jackson Parish,Louisiana,15744,La.,LA
1145,1145,Jefferson Parish,Louisiana,432493,La.,LA
1146,1146,Jefferson Davis Parish,Louisiana,31368,La.,LA
1147,1147,Lafayette Parish,Louisiana,244390,La.,LA
1148,1148,Lafourche Parish,Louisiana,97614,La.,LA
1149,1149,LaSalle Parish,Louisiana,14892,La.,LA
1150,1150,Lincoln Parish,Louisiana,46742,La.,LA
1151,1151,Livingston Parish,Louisiana,140789,La.,LA
1152,1152,Madison Parish,Louisiana,10951,La.,LA
1153,1153,Morehouse Parish,Louisiana,24874,La.,LA
1154,1154,Natchitoches Parish,Louisiana,38158,La.,LA
1155,1155,Orleans Parish[q],Louisiana,390144,La.,LA
1156,1156,Ouachita Parish,Louisiana,153279,La.,LA
1157,1157,Plaquemines Parish,Louisiana,23197,La.,LA
1158,1158,Pointe Coupee Parish,Louisiana,21730,La.,LA
1159,1159,Rapides Parish,Louisiana,129648,La.,LA
1160,1160,Red River Parish,Louisiana,8442,La.,LA
1161,1161,Richland Parish,Louisiana,20122,La.,LA
1162,1162,Sabine Parish,Louisiana,23884,La.,LA
1163,1163,St. Bernard Parish,Louisiana,47244,La.,LA
1164,1164,St. Charles Parish,Louisiana,53100,La.,LA
1165,1165,St. Helena Parish,Louisiana,10132,La.,LA
1166,1166,St. James Parish,Louisiana,21096,La.,LA
1167,1167,St. John the Baptist Parish,Louisiana,42837,La.,LA
1168,1168,St. Landry Parish,Louisiana,82124,La.,LA
1169,1169,St. Martin Parish,Louisiana,53431,La.,LA
1170,1170,St. Mary Parish,Louisiana,49348,La.,LA
1171,1171,St. Tammany Parish,Louisiana,260419,La.,LA
1172,1172,Tangipahoa Parish,Louisiana,134758,La.,LA
1173,1173,Tensas Parish,Louisiana,4334,La.,LA
1174,1174,Terrebonne Parish,Louisiana,110461,La.,LA
1175,1175,Union Parish,Louisiana,22108,La.,LA
1176,1176,Vermilion Parish,Louisiana,59511,La.,LA
1177,1177,Vernon Parish,Louisiana,47429,La.,LA
1178,1178,Washington Parish,Louisiana,46194,La.,LA
1179,1179,Webster Parish,Louisiana,38340,La.,LA
1180,1180,West Baton Rouge Parish,Louisiana,26465,La.,LA
1181,1181,West Carroll Parish,Louisiana,10830,La.,LA
1182,1182,West Feliciana Parish,Louisiana,15568,La.,LA
1183,1183,Winn Parish,Louisiana,13904,La.,LA
1184,1184,Androscoggin,Maine,108277,Maine,ME
1185,1185,Aroostook,Maine,67055,Maine,ME
1186,1186,Cumberland,Maine,295003,Maine,ME
1187,1187,Franklin,Maine,30199,Maine,ME
1188,1188,Hancock,Maine,54987,Maine,ME
1189,1189,Kennebec,Maine,122302,Maine,ME
1190,1190,Knox,Maine,39772,Maine,ME
1191,1191,Lincoln,Maine,34634,Maine,ME
1192,1192,Oxford,Maine,57975,Maine,ME
1193,1193,Penobscot,Maine,152148,Maine,ME
1194,1194,Piscataquis,Maine,16785,Maine,ME
1195,1195,Sagadahoc,Maine,35856,Maine,ME
1196,1196,Somerset,Maine,50484,Maine,ME
1197,1197,Waldo,Maine,39715,Maine,ME
1198,1198,Washington,Maine,31379,Maine,ME
1199,1199,York,Maine,207641,Maine,ME
1200,1200,Allegany,Maryland,70416,Md.,MD
1201,1201,Anne Arundel,Maryland,579234,Md.,MD
1202,1202,Baltimore,Maryland,827370,Md.,MD
1203,1203,Calvert,Maryland,92525,Md.,MD
1204,1204,Caroline,Maryland,33406,Md.,MD
1205,1205,Carroll,Maryland,168447,Md.,MD
1206,1206,Cecil,Maryland,102855,Md.,MD
1207,1207,Charles,Maryland,163257,Md.,MD
1208,1208,Dorchester,Maryland,31929,Md.,MD
1209,1209,Frederick,Maryland,259547,Md.,MD
1210,1210,Garrett,Maryland,29014,Md.,MD
1211,1211,Harford,Maryland,255441,Md.,MD
1212,1212,Howard,Maryland,325690,Md.,MD
1213,1213,Kent,Maryland,19422,Md.,MD
1214,1214,Montgomery,Maryland,1050688,Md.,MD
1215,1215,Prince George's,Maryland,909327,Md.,MD
1216,1216,Queen Anne's,Maryland,50381,Md.,MD
1217,1217,St. Mary's,Maryland,113510,Md.,MD
1218,1218,Somerset,Maryland,25616,Md.,MD
1219,1219,Talbot,Maryland,37181,Md.,MD
1220,1220,Washington,Maryland,151049,Md.,MD
1221,1221,Wicomico,Maryland,103609,Md.,MD
1222,1222,Worcester,Maryland,52276,Md.,MD
1223,1223,Baltimore City[r],Maryland,593490,Md.,MD
1224,1224,Barnstable,Massachusetts,212990,Mass.,MA
1225,1225,Berkshire[n],Massachusetts,124944,Mass.,MA
1226,1226,Bristol,Massachusetts,565217,Mass.,MA
1227,1227,Dukes,Massachusetts,17332,Mass.,MA
1228,1228,Essex[n],Massachusetts,789034,Mass.,MA
1229,1229,Franklin[n],Massachusetts,70180,Mass.,MA
1230,1230,Hampden[n],Massachusetts,466372,Mass.,MA
1231,1231,Hampshire[n],Massachusetts,160830,Mass.,MA
1232,1232,Middlesex[n],Massachusetts,1611699,Mass.,MA
1233,1233,"Nantucket, Town and County of[s]",Massachusetts,11399,Mass.,MA
1234,1234,Norfolk,Massachusetts,706775,Mass.,MA
1235,1235,Plymouth,Massachusetts,521202,Mass.,MA
1236,1236,Suffolk[n],Massachusetts,803907,Mass.,MA
1237,1237,Worcester[n],Massachusetts,830622,Mass.,MA
1238,1238,Alcona,Michigan,10405,Mich.,MI
1239,1239,Alger,Michigan,9108,Mich.,MI
1240,1240,Allegan,Michigan,118081,Mich.,MI
1241,1241,Alpena,Michigan,28405,Mich.,MI
1242,1242,Antrim,Michigan,23324,Mich.,MI
1243,1243,Arenac,Michigan,14883,Mich.,MI
1244,1244,Baraga,Michigan,8209,Mich.,MI
1245,1245,Barry,Michigan,61550,Mich.,MI
1246,1246,Bay,Michigan,103126,Mich.,MI
1247,1247,Benzie,Michigan,17766,Mich.,MI
1248,1248,Berrien,Michigan,153401,Mich.,MI
1249,1249,Branch,Michigan,43517,Mich.,MI
1250,1250,Calhoun,Michigan,134159,Mich.,MI
1251,1251,Cass,Michigan,51787,Mich.,MI
1252,1252,Charlevoix,Michigan,26143,Mich.,MI
1253,1253,Cheboygan,Michigan,25276,Mich.,MI
1254,1254,Chippewa,Michigan,37349,Mich.,MI
1255,1255,Clare,Michigan,30950,Mich.,MI
1256,1256,Clinton,Michigan,79595,Mich.,MI
1257,1257,Crawford,Michigan,14029,Mich.,MI
1258,1258,Delta,Michigan,35784,Mich.,MI
1259,1259,Dickinson,Michigan,25239,Mich.,MI
1260,1260,Eaton,Michigan,110268,Mich.,MI
1261,1261,Emmet,Michigan,33415,Mich.,MI
1262,1262,Genesee,Michigan,405813,Mich.,MI
1263,1263,Gladwin,Michigan,25449,Mich.,MI
1264,1264,Gogebic,Michigan,13975,Mich.,MI
1265,1265,Grand Traverse,Michigan,93088,Mich.,MI
1266,1266,Gratiot,Michigan,40711,Mich.,MI
1267,1267,Hillsdale,Michigan,45605,Mich.,MI
1268,1268,Houghton,Michigan,35684,Mich.,MI
1269,1269,Huron,Michigan,30981,Mich.,MI
1270,1270,Ingham,Michigan,292406,Mich.,MI
1271,1271,Ionia,Michigan,64697,Mich.,MI
1272,1272,Iosco,Michigan,25127,Mich.,MI
1273,1273,Iron,Michigan,11066,Mich.,MI
1274,1274,Isabella,Michigan,69872,Mich.,MI
1275,1275,Jackson,Michigan,158510,Mich.,MI
1276,1276,Kalamazoo,Michigan,265066,Mich.,MI
1277,1277,Kalkaska,Michigan,18038,Mich.,MI
1278,1278,Kent,Michigan,656955,Mich.,MI
1279,1279,Keweenaw,Michigan,2116,Mich.,MI
1280,1280,Lake,Michigan,11853,Mich.,MI
1281,1281,Lapeer,Michigan,87607,Mich.,MI
1282,1282,Leelanau,Michigan,21761,Mich.,MI
1283,1283,Lenawee,Michigan,98451,Mich.,MI
1284,1284,Livingston,Michigan,191995,Mich.,MI
1285,1285,Luce,Michigan,6229,Mich.,MI
1286,1286,Mackinac,Michigan,10799,Mich.,MI
1287,1287,Macomb,Michigan,873972,Mich.,MI
1288,1288,Manistee,Michigan,24558,Mich.,MI
1289,1289,Marquette,Michigan,66699,Mich.,MI
1290,1290,Mason,Michigan,29144,Mich.,MI
1291,1291,Mecosta,Michigan,43453,Mich.,MI
1292,1292,Menominee,Michigan,22780,Mich.,MI
1293,1293,Midland,Michigan,83156,Mich.,MI
1294,1294,Missaukee,Michigan,15118,Mich.,MI
1295,1295,Monroe,Michigan,150500,Mich.,MI
1296,1296,Montcalm,Michigan,63888,Mich.,MI
1297,1297,Montmorency,Michigan,9328,Mich.,MI
1298,1298,Muskegon,Michigan,173566,Mich.,MI
1299,1299,Newaygo,Michigan,48980,Mich.,MI
1300,1300,Oakland,Michigan,1257584,Mich.,MI
1301,1301,Oceana,Michigan,26467,Mich.,MI
1302,1302,Ogemaw,Michigan,20997,Mich.,MI
1303,1303,Ontonagon,Michigan,5720,Mich.,MI
1304,1304,Osceola,Michigan,23460,Mich.,MI
1305,1305,Oscoda,Michigan,8241,Mich.,MI
1306,1306,Otsego,Michigan,24668,Mich.,MI
1307,1307,Ottawa,Michigan,291830,Mich.,MI
1308,1308,Presque Isle,Michigan,12592,Mich.,MI
1309,1309,Roscommon,Michigan,24019,Mich.,MI
1310,1310,Saginaw,Michigan,190539,Mich.,MI
1311,1311,St. Clair,Michigan,159128,Mich.,MI
1312,1312,St. Joseph,Michigan,60964,Mich.,MI
1313,1313,Sanilac,Michigan,41170,Mich.,MI
1314,1314,Schoolcraft,Michigan,8094,Mich.,MI
1315,1315,Shiawassee,Michigan,68122,Mich.,MI
1316,1316,Tuscola,Michigan,52245,Mich.,MI
1317,1317,Van Buren,Michigan,75677,Mich.,MI
1318,1318,Washtenaw,Michigan,367601,Mich.,MI
1319,1319,Wayne,Michigan,1749343,Mich.,MI
1320,1320,Wexford,Michigan,33631,Mich.,MI
1321,1321,Aitkin,Minnesota,15886,Minn.,MN
1322,1322,Anoka,Minnesota,356921,Minn.,MN
1323,1323,Becker,Minnesota,34423,Minn.,MN
1324,1324,Beltrami,Minnesota,47188,Minn.,MN
1325,1325,Benton,Minnesota,40889,Minn.,MN
1326,1326,Big Stone,Minnesota,4991,Minn.,MN
1327,1327,Blue Earth,Minnesota,67653,Minn.,MN
1328,1328,Brown,Minnesota,25008,Minn.,MN
1329,1329,Carlton,Minnesota,35871,Minn.,MN
1330,1330,Carver,Minnesota,105089,Minn.,MN
1331,1331,Cass,Minnesota,29779,Minn.,MN
1332,1332,Chippewa,Minnesota,11800,Minn.,MN
1333,1333,Chisago,Minnesota,56579,Minn.,MN
1334,1334,Clay,Minnesota,64222,Minn.,MN
1335,1335,Clearwater,Minnesota,8818,Minn.,MN
1336,1336,Cook,Minnesota,5463,Minn.,MN
1337,1337,Cottonwood,Minnesota,11196,Minn.,MN
1338,1338,Crow Wing,Minnesota,65055,Minn.,MN
1339,1339,Dakota,Minnesota,429021,Minn.,MN
1340,1340,Dodge,Minnesota,20934,Minn.,MN
1341,1341,Douglas,Minnesota,38141,Minn.,MN
1342,1342,Faribault,Minnesota,13653,Minn.,MN
1343,1343,Fillmore,Minnesota,21067,Minn.,MN
1344,1344,Freeborn,Minnesota,30281,Minn.,MN
1345,1345,Goodhue,Minnesota,46340,Minn.,MN
1346,1346,Grant,Minnesota,5972,Minn.,MN
1347,1347,Hennepin,Minnesota,1265843,Minn.,MN
1348,1348,Houston,Minnesota,18600,Minn.,MN
1349,1349,Hubbard,Minnesota,21491,Minn.,MN
1350,1350,Isanti,Minnesota,40596,Minn.,MN
1351,1351,Itasca,Minnesota,45130,Minn.,MN
1352,1352,Jackson,Minnesota,9846,Minn.,MN
1353,1353,Kanabec,Minnesota,16337,Minn.,MN
1354,1354,Kandiyohi,Minnesota,43199,Minn.,MN
1355,1355,Kittson,Minnesota,4298,Minn.,MN
1356,1356,Koochiching,Minnesota,12229,Minn.,MN
1357,1357,Lac qui Parle,Minnesota,6623,Minn.,MN
1358,1358,Lake,Minnesota,10641,Minn.,MN
1359,1359,Lake of the Woods,Minnesota,3740,Minn.,MN
1360,1360,Le Sueur,Minnesota,28887,Minn.,MN
1361,1361,Lincoln,Minnesota,5639,Minn.,MN
1362,1362,Lyon,Minnesota,25474,Minn.,MN
1363,1363,McLeod,Minnesota,35893,Minn.,MN
1364,1364,Mahnomen,Minnesota,5527,Minn.,MN
1365,1365,Marshall,Minnesota,9336,Minn.,MN
1366,1366,Martin,Minnesota,19683,Minn.,MN
1367,1367,Meeker,Minnesota,23222,Minn.,MN
1368,1368,Mille Lacs,Minnesota,26277,Minn.,MN
1369,1369,Morrison,Minnesota,33386,Minn.,MN
1370,1370,Mower,Minnesota,40062,Minn.,MN
1371,1371,Murray,Minnesota,8194,Minn.,MN
1372,1372,Nicollet,Minnesota,34274,Minn.,MN
1373,1373,Nobles,Minnesota,21629,Minn.,MN
1374,1374,Norman,Minnesota,6375,Minn.,MN
1375,1375,Olmsted,Minnesota,158293,Minn.,MN
1376,1376,Otter Tail,Minnesota,58746,Minn.,MN
1377,1377,Pennington,Minnesota,14119,Minn.,MN
1378,1378,Pine,Minnesota,29579,Minn.,MN
1379,1379,Pipestone,Minnesota,9126,Minn.,MN
1380,1380,Polk,Minnesota,31364,Minn.,MN
1381,1381,Pope,Minnesota,11249,Minn.,MN
1382,1382,Ramsey,Minnesota,550321,Minn.,MN
1383,1383,Red Lake,Minnesota,4055,Minn.,MN
1384,1384,Redwood,Minnesota,15170,Minn.,MN
1385,1385,Renville,Minnesota,14548,Minn.,MN
1386,1386,Rice,Minnesota,66972,Minn.,MN
1387,1387,Rock,Minnesota,9315,Minn.,MN
1388,1388,Roseau,Minnesota,15165,Minn.,MN
1389,1389,St. Louis,Minnesota,199070,Minn.,MN
1390,1390,Scott,Minnesota,149013,Minn.,MN
1391,1391,Sherburne,Minnesota,97238,Minn.,MN
1392,1392,Sibley,Minnesota,14865,Minn.,MN
1393,1393,Stearns,Minnesota,161075,Minn.,MN
1394,1394,Steele,Minnesota,36649,Minn.,MN
1395,1395,Stevens,Minnesota,9805,Minn.,MN
1396,1396,Swift,Minnesota,9266,Minn.,MN
1397,1397,Todd,Minnesota,24664,Minn.,MN
1398,1398,Traverse,Minnesota,3259,Minn.,MN
1399,1399,Wabasha,Minnesota,21627,Minn.,MN
1400,1400,Wadena,Minnesota,13682,Minn.,MN
1401,1401,Waseca,Minnesota,18612,Minn.,MN
1402,1402,Washington,Minnesota,262440,Minn.,MN
1403,1403,Watonwan,Minnesota,10897,Minn.,MN
1404,1404,Wilkin,Minnesota,6207,Minn.,MN
1405,1405,Winona,Minnesota,50484,Minn.,MN
1406,1406,Wright,Minnesota,138377,Minn.,MN
1407,1407,Yellow Medicine,Minnesota,9709,Minn.,MN
1408,1408,Adams,Mississippi,30693,Miss.,MS
1409,1409,Alcorn,Mississippi,36953,Miss.,MS
1410,1410,Amite,Mississippi,12297,Miss.,MS
1411,1411,Attala,Mississippi,18174,Miss.,MS
1412,1412,Benton,Mississippi,8259,Miss.,MS
1413,1413,Bolivar,Mississippi,30628,Miss.,MS
1414,1414,Calhoun,Mississippi,14361,Miss.,MS
1415,1415,Carroll,Mississippi,9947,Miss.,MS
1416,1416,Chickasaw,Mississippi,17103,Miss.,MS
1417,1417,Choctaw,Mississippi,8210,Miss.,MS
1418,1418,Claiborne,Mississippi,8988,Miss.,MS
1419,1419,Clarke,Mississippi,15541,Miss.,MS
1420,1420,Clay,Mississippi,19316,Miss.,MS
1421,1421,Coahoma,Mississippi,22124,Miss.,MS
1422,1422,Copiah,Mississippi,28065,Miss.,MS
1423,1423,Covington,Mississippi,18636,Miss.,MS
1424,1424,DeSoto,Mississippi,184945,Miss.,MS
1425,1425,Forrest,Mississippi,74897,Miss.,MS
1426,1426,Franklin,Mississippi,7713,Miss.,MS
1427,1427,George,Mississippi,24500,Miss.,MS
1428,1428,Greene,Mississippi,13586,Miss.,MS
1429,1429,Grenada,Mississippi,20758,Miss.,MS
1430,1430,Hancock,Mississippi,47632,Miss.,MS
1431,1431,Harrison,Mississippi,208080,Miss.,MS
1432,1432,Hinds,Mississippi,231840,Miss.,MS
1433,1433,Holmes,Mississippi,17010,Miss.,MS
1434,1434,Humphreys,Mississippi,8064,Miss.,MS
1435,1435,Issaquena,Mississippi,1327,Miss.,MS
1436,1436,Itawamba,Mississippi,23390,Miss.,MS
1437,1437,Jackson,Mississippi,143617,Miss.,MS
1438,1438,Jasper,Mississippi,16383,Miss.,MS
1439,1439,Jefferson,Mississippi,6990,Miss.,MS
1440,1440,Jefferson Davis,Mississippi,11128,Miss.,MS
1441,1441,Jones,Mississippi,68098,Miss.,MS
1442,1442,Kemper,Mississippi,9742,Miss.,MS
1443,1443,Lafayette,Mississippi,54019,Miss.,MS
1444,1444,Lamar,Mississippi,63343,Miss.,MS
1445,1445,Lauderdale,Mississippi,74125,Miss.,MS
1446,1446,Lawrence,Mississippi,12586,Miss.,MS
1447,1447,Leake,Mississippi,22786,Miss.,MS
1448,1448,Lee,Mississippi,85436,Miss.,MS
1449,1449,Leflore,Mississippi,28183,Miss.,MS
1450,1450,Lincoln,Mississippi,34153,Miss.,MS
1451,1451,Lowndes,Mississippi,58595,Miss.,MS
1452,1452,Madison,Mississippi,106272,Miss.,MS
1453,1453,Marion,Mississippi,24573,Miss.,MS
1454,1454,Marshall,Mississippi,35294,Miss.,MS
1455,1455,Monroe,Mississippi,35252,Miss.,MS
1456,1456,Montgomery,Mississippi,9775,Miss.,MS
1457,1457,Neshoba,Mississippi,29118,Miss.,MS
1458,1458,Newton,Mississippi,21018,Miss.,MS
1459,1459,Noxubee,Mississippi,10417,Miss.,MS
1460,1460,Oktibbeha,Mississippi,49587,Miss.,MS
1461,1461,Panola,Mississippi,34192,Miss.,MS
1462,1462,Pearl River,Mississippi,55535,Miss.,MS
1463,1463,Perry,Mississippi,11973,Miss.,MS
1464,1464,Pike,Mississippi,39288,Miss.,MS
1465,1465,Pontotoc,Mississippi,32174,Miss.,MS
1466,1466,Prentiss,Mississippi,25126,Miss.,MS
1467,1467,Quitman,Mississippi,6792,Miss.,MS
1468,1468,Rankin,Mississippi,155271,Miss.,MS
1469,1469,Scott,Mississippi,28124,Miss.,MS
1470,1470,Sharkey,Mississippi,4321,Miss.,MS
1471,1471,Simpson,Mississippi,26658,Miss.,MS
1472,1472,Smith,Mississippi,15916,Miss.,MS
1473,1473,Stone,Mississippi,18336,Miss.,MS
1474,1474,Sunflower,Mississippi,25110,Miss.,MS
1475,1475,Tallahatchie,Mississippi,13809,Miss.,MS
1476,1476,Tate,Mississippi,28321,Miss.,MS
1477,1477,Tippah,Mississippi,22015,Miss.,MS
1478,1478,Tishomingo,Mississippi,19383,Miss.,MS
1479,1479,Tunica,Mississippi,9632,Miss.,MS
1480,1480,Union,Mississippi,28815,Miss.,MS
1481,1481,Walthall,Mississippi,14286,Miss.,MS
1482,1482,Warren,Mississippi,45381,Miss.,MS
1483,1483,Washington,Mississippi,43909,Miss.,MS
1484,1484,Wayne,Mississippi,20183,Miss.,MS
1485,1485,Webster,Mississippi,9689,Miss.,MS
1486,1486,Wilkinson,Mississippi,8630,Miss.,MS
1487,1487,Winston,Mississippi,17955,Miss.,MS
1488,1488,Yalobusha,Mississippi,12108,Miss.,MS
1489,1489,Yazoo,Mississippi,29690,Miss.,MS
1490,1490,Adair,Missouri,25343,Mo.,MO
1491,1491,Andrew,Missouri,17712,Mo.,MO
1492,1492,Atchison,Missouri,5143,Mo.,MO
1493,1493,Audrain,Missouri,25388,Mo.,MO
1494,1494,Barry,Missouri,35789,Mo.,MO
1495,1495,Barton,Missouri,11754,Mo.,MO
1496,1496,Bates,Missouri,16172,Mo.,MO
1497,1497,Benton,Missouri,19443,Mo.,MO
1498,1498,Bollinger,Missouri,12133,Mo.,MO
1499,1499,Boone,Missouri,180463,Mo.,MO
1500,1500,Buchanan,Missouri,87364,Mo.,MO
1501,1501,Butler,Missouri,42478,Mo.,MO
1502,1502,Caldwell,Missouri,9020,Mo.,MO
1503,1503,Callaway,Missouri,44743,Mo.,MO
1504,1504,Camden,Missouri,46305,Mo.,MO
1505,1505,Cape Girardeau,Missouri,78871,Mo.,MO
1506,1506,Carroll,Missouri,8679,Mo.,MO
1507,1507,Carter,Missouri,5982,Mo.,MO
1508,1508,Cass,Missouri,105780,Mo.,MO
1509,1509,Cedar,Missouri,14349,Mo.,MO
1510,1510,Chariton,Missouri,7426,Mo.,MO
1511,1511,Christian,Missouri,88595,Mo.,MO
1512,1512,Clark,Missouri,6797,Mo.,MO
1513,1513,Clay,Missouri,249948,Mo.,MO
1514,1514,Clinton,Missouri,20387,Mo.,MO
1515,1515,Cole,Missouri,76745,Mo.,MO
1516,1516,Cooper,Missouri,17709,Mo.,MO
1517,1517,Crawford,Missouri,23920,Mo.,MO
1518,1518,Dade,Missouri,7561,Mo.,MO
1519,1519,Dallas,Missouri,16878,Mo.,MO
1520,1520,Daviess,Missouri,8278,Mo.,MO
1521,1521,DeKalb,Missouri,12547,Mo.,MO
1522,1522,Dent,Missouri,15573,Mo.,MO
1523,1523,Douglas,Missouri,13185,Mo.,MO
1524,1524,Dunklin,Missouri,29131,Mo.,MO
1525,1525,Franklin,Missouri,103967,Mo.,MO
1526,1526,Gasconade,Missouri,14706,Mo.,MO
1527,1527,Gentry,Missouri,6571,Mo.,MO
1528,1528,Greene,Missouri,293086,Mo.,MO
1529,1529,Grundy,Missouri,9850,Mo.,MO
1530,1530,Harrison,Missouri,8352,Mo.,MO
1531,1531,Henry,Missouri,21824,Mo.,MO
1532,1532,Hickory,Missouri,9544,Mo.,MO
1533,1533,Holt,Missouri,4403,Mo.,MO
1534,1534,Howard,Missouri,10001,Mo.,MO
1535,1535,Howell,Missouri,40117,Mo.,MO
1536,1536,Iron,Missouri,10125,Mo.,MO
1537,1537,Jackson,Missouri,703011,Mo.,MO
1538,1538,Jasper,Missouri,121328,Mo.,MO
1539,1539,Jefferson,Missouri,225081,Mo.,MO
1540,1540,Johnson,Missouri,54062,Mo.,MO
1541,1541,Knox,Missouri,3959,Mo.,MO
1542,1542,Laclede,Missouri,35723,Mo.,MO
1543,1543,Lafayette,Missouri,32708,Mo.,MO
1544,1544,Lawrence,Missouri,38355,Mo.,MO
1545,1545,Lewis,Missouri,9776,Mo.,MO
1546,1546,Lincoln,Missouri,59013,Mo.,MO
1547,1547,Linn,Missouri,11920,Mo.,MO
1548,1548,Livingston,Missouri,15227,Mo.,MO
1549,1549,McDonald,Missouri,22837,Mo.,MO
1550,1550,Macon,Missouri,15117,Mo.,MO
1551,1551,Madison,Missouri,12088,Mo.,MO
1552,1552,Maries,Missouri,8697,Mo.,MO
1553,1553,Marion,Missouri,28530,Mo.,MO
1554,1554,Mercer,Missouri,3617,Mo.,MO
1555,1555,Miller,Missouri,25619,Mo.,MO
1556,1556,Mississippi,Missouri,13180,Mo.,MO
1557,1557,Moniteau,Missouri,16132,Mo.,MO
1558,1558,Monroe,Missouri,8644,Mo.,MO
1559,1559,Montgomery,Missouri,11551,Mo.,MO
1560,1560,Morgan,Missouri,20627,Mo.,MO
1561,1561,New Madrid,Missouri,17076,Mo.,MO
1562,1562,Newton,Missouri,58236,Mo.,MO
1563,1563,Nodaway,Missouri,22092,Mo.,MO
1564,1564,Oregon,Missouri,10529,Mo.,MO
1565,1565,Osage,Missouri,13615,Mo.,MO
1566,1566,Ozark,Missouri,9174,Mo.,MO
1567,1567,Pemiscot,Missouri,15805,Mo.,MO
1568,1568,Perry,Missouri,19136,Mo.,MO
1569,1569,Pettis,Missouri,42339,Mo.,MO
1570,1570,Phelps,Missouri,44573,Mo.,MO
1571,1571,Pike,Missouri,18302,Mo.,MO
1572,1572,Platte,Missouri,104418,Mo.,MO
1573,1573,Polk,Missouri,32149,Mo.,MO
1574,1574,Pulaski,Missouri,52607,Mo.,MO
1575,1575,Putnam,Missouri,4696,Mo.,MO
1576,1576,Ralls,Missouri,10309,Mo.,MO
1577,1577,Randolph,Missouri,24748,Mo.,MO
1578,1578,Ray,Missouri,23018,Mo.,MO
1579,1579,Reynolds,Missouri,6270,Mo.,MO
1580,1580,Ripley,Missouri,13288,Mo.,MO
1581,1581,St. Charles,Missouri,402022,Mo.,MO
1582,1582,St. Clair,Missouri,9397,Mo.,MO
1583,1583,Ste. Genevieve,Missouri,17894,Mo.,MO
1584,1584,St. Francois,Missouri,67215,Mo.,MO
1585,1585,St. Louis,Missouri,994205,Mo.,MO
1586,1586,Saline,Missouri,22761,Mo.,MO
1587,1587,Schuyler,Missouri,4660,Mo.,MO
1588,1588,Scotland,Missouri,4902,Mo.,MO
1589,1589,Scott,Missouri,38280,Mo.,MO
1590,1590,Shannon,Missouri,8166,Mo.,MO
1591,1591,Shelby,Missouri,5930,Mo.,MO
1592,1592,Stoddard,Missouri,29025,Mo.,MO
1593,1593,Stone,Missouri,31952,Mo.,MO
1594,1594,Sullivan,Missouri,6089,Mo.,MO
1595,1595,Taney,Missouri,55928,Mo.,MO
1596,1596,Texas,Missouri,25398,Mo.,MO
1597,1597,Vernon,Missouri,20563,Mo.,MO
1598,1598,Warren,Missouri,35649,Mo.,MO
1599,1599,Washington,Missouri,24730,Mo.,MO
1600,1600,Wayne,Missouri,12873,Mo.,MO
1601,1601,Webster,Missouri,39592,Mo.,MO
1602,1602,Worth,Missouri,2013,Mo.,MO
1603,1603,Wright,Missouri,18289,Mo.,MO
