,Unnamed: 0,County,State,Population2019,Abbrev,Code
551,551,Worth,Georgia,20247,Ga.,GA
558,558,Ada,Idaho,481587,Idaho,ID
559,559,Adams,Idaho,4294,Idaho,ID
560,560,Bannock,Idaho,87808,Idaho,ID
561,561,Bear Lake,Idaho,6125,Idaho,ID
562,562,Benewah,Idaho,9298,Idaho,ID
563,563,Bingham,Idaho,46811,Idaho,ID
564,564,Blaine,Idaho,23021,Idaho,ID
565,565,Boise,Idaho,7831,Idaho,ID
566,566,Bonner,Idaho,45739,Idaho,ID
567,567,Bonneville,Idaho,119062,Idaho,ID
568,568,Boundary,Idaho,12245,Idaho,ID
569,569,Butte,Idaho,2597,Idaho,ID
570,570,Camas,Idaho,1106,Idaho,ID
571,571,Canyon,Idaho,229849,Idaho,ID
572,572,Caribou,Idaho,7155,Idaho,ID
573,573,Cassia,Idaho,24030,Idaho,ID
574,574,Clark,Idaho,845,Idaho,ID
575,575,Clearwater,Idaho,8756,Idaho,ID
576,576,Custer,Idaho,4315,Idaho,ID
577,577,Elmore,Idaho,27511,Idaho,ID
578,578,Franklin,Idaho,13876,Idaho,ID
579,579,Fremont,Idaho,13099,Idaho,ID
580,580,Gem,Idaho,18112,Idaho,ID
581,581,Gooding,Idaho,15179,Idaho,ID
582,582,Idaho,Idaho,16667,Idaho,ID
583,583,Jefferson,Idaho,29871,Idaho,ID
584,584,Jerome,Idaho,24412,Idaho,ID
585,585,Kootenai,Idaho,165697,Idaho,ID
586,586,Latah,Idaho,40108,Idaho,ID
587,587,Lemhi,Idaho,8027,Idaho,ID
588,588,Lewis,Idaho,3838,Idaho,ID
589,589,Lincoln,Idaho,5366,Idaho,ID
590,590,Madison,Idaho,39907,Idaho,ID
591,591,Minidoka,Idaho,21039,Idaho,ID
592,592,Nez Perce,Idaho,40408,Idaho,ID
593,593,Oneida,Idaho,4531,Idaho,ID
594,594,Owyhee,Idaho,11823,Idaho,ID
595,595,Payette,Idaho,23951,Idaho,ID
596,596,Power,Idaho,7681,Idaho,ID
597,597,Shoshone,Idaho,12882,Idaho,ID
598,598,Teton,Idaho,12142,Idaho,ID
599,599,Twin Falls,Idaho,86878,Idaho,ID
600,600,Valley,Idaho,11392,Idaho,ID
601,601,Washington,Idaho,10194,Idaho,ID
602,602,Adams,Illinois,65435,Ill.,IL
603,603,Alexander,Illinois,5761,Ill.,IL
604,604,Bond,Illinois,16426,Ill.,IL
605,605,Boone,Illinois,53544,Ill.,IL
606,606,Brown,Illinois,6578,Ill.,IL
607,607,Bureau,Illinois,32628,Ill.,IL
608,608,Calhoun,Illinois,4739,Ill.,IL
609,609,Carroll,Illinois,14305,Ill.,IL
610,610,Cass,Illinois,12147,Ill.,IL
611,611,Champaign,Illinois,209689,Ill.,IL
612,612,Christian,Illinois,32304,Ill.,IL
613,613,Clark,Illinois,15441,Ill.,IL
614,614,Clay,Illinois,13184,Ill.,IL
615,615,Clinton,Illinois,37562,Ill.,IL
616,616,Coles,Illinois,50621,Ill.,IL
617,617,Cook,Illinois,5150233,Ill.,IL
618,618,Crawford,Illinois,18667,Ill.,IL
619,619,Cumberland,Illinois,10766,Ill.,IL
620,620,DeKalb,Illinois,104897,Ill.,IL
621,621,DeWitt,Illinois,15638,Ill.,IL
622,622,Douglas,Illinois,19465,Ill.,IL
623,623,DuPage,Illinois,922921,Ill.,IL
624,624,Edgar,Illinois,17161,Ill.,IL
625,625,Edwards,Illinois,6395,Ill.,IL
626,626,Effingham,Illinois,34008,Ill.,IL
627,627,Fayette,Illinois,21336,Ill.,IL
628,628,Ford,Illinois,12961,Ill.,IL
629,629,Franklin,Illinois,38469,Ill.,IL
630,630,Fulton,Illinois,34340,Ill.,IL
631,631,Gallatin,Illinois,4828,Ill.,IL
632,632,Greene,Illinois,12969,Ill.,IL
633,633,Grundy,Illinois,51054,Ill.,IL
634,634,Hamilton,Illinois,8116,Ill.,IL
635,635,Hancock,Illinois,17708,Ill.,IL
636,636,Hardin,Illinois,3821,Ill.,IL
637,637,Henderson,Illinois,6646,Ill.,IL
638,638,Henry,Illinois,48913,Ill.,IL
639,639,Iroquois,Illinois,27114,Ill.,IL
640,640,Jackson,Illinois,56750,Ill.,IL
641,641,Jasper,Illinois,9610,Ill.,IL
642,642,Jefferson,Illinois,37684,Ill.,IL
643,643,Jersey,Illinois,21773,Ill.,IL
644,644,Jo Daviess,Illinois,21235,Ill.,IL
645,645,Johnson,Illinois,12417,Ill.,IL
646,646,Kane,Illinois,532403,Ill.,IL
647,647,Kankakee,Illinois,109862,Ill.,IL
648,648,Kendall,Illinois,128990,Ill.,IL
649,649,Knox,Illinois,49699,Ill.,IL
650,650,Lake,Illinois,696535,Ill.,IL
651,651,LaSalle,Illinois,108669,Ill.,IL
652,652,Lawrence,Illinois,15678,Ill.,IL
653,653,Lee,Illinois,34096,Ill.,IL
654,654,Livingston,Illinois,35648,Ill.,IL
655,655,Logan,Illinois,28618,Ill.,IL
656,656,McDonough,Illinois,29682,Ill.,IL
657,657,McHenry,Illinois,307774,Ill.,IL
658,658,McLean,Illinois,171517,Ill.,IL
659,659,Macon,Illinois,104009,Ill.,IL
660,660,Macoupin,Illinois,44926,Ill.,IL
661,661,Madison,Illinois,262966,Ill.,IL
662,662,Marion,Illinois,37205,Ill.,IL
663,663,Marshall,Illinois,11438,Ill.,IL
664,664,Mason,Illinois,13359,Ill.,IL
665,665,Massac,Illinois,13772,Ill.,IL
666,666,Menard,Illinois,12196,Ill.,IL
667,667,Mercer,Illinois,15437,Ill.,IL
668,668,Monroe,Illinois,34637,Ill.,IL
669,669,Montgomery,Illinois,28414,Ill.,IL
670,670,Morgan,Illinois,33658,Ill.,IL
671,671,Moultrie,Illinois,14501,Ill.,IL
672,672,Ogle,Illinois,50643,Ill.,IL
673,673,Peoria,Illinois,179179,Ill.,IL
674,674,Perry,Illinois,20916,Ill.,IL
675,675,Piatt,Illinois,16344,Ill.,IL
676,676,Pike,Illinois,15561,Ill.,IL
677,677,Pope,Illinois,4177,Ill.,IL
678,678,Pulaski,Illinois,5335,Ill.,IL
679,679,Putnam,Illinois,5739,Ill.,IL
680,680,Randolph,Illinois,31782,Ill.,IL
681,681,Richland,Illinois,15513,Ill.,IL
682,682,Rock Island,Illinois,141879,Ill.,IL
683,683,St. Clair,Illinois,259686,Ill.,IL
684,684,Saline,Illinois,23491,Ill.,IL
685,685,Sangamon,Illinois,194672,Ill.,IL
686,686,Schuyler,Illinois,6768,Ill.,IL
687,687,Scott,Illinois,4951,Ill.,IL
688,688,Shelby,Illinois,21634,Ill.,IL
689,689,Stark,Illinois,5342,Ill.,IL
690,690,Stephenson,Illinois,44498,Ill.,IL
691,691,Tazewell,Illinois,131803,Ill.,IL
692,692,Union,Illinois,16653,Ill.,IL
693,693,Vermilion,Illinois,75758,Ill.,IL
694,694,Wabash,Illinois,11520,Ill.,IL
695,695,Warren,Illinois,16844,Ill.,IL
696,696,Washington,Illinois,13887,Ill.,IL
697,697,Wayne,Illinois,16215,Ill.,IL
698,698,White,Illinois,13537,Ill.,IL
699,699,Whiteside,Illinois,55175,Ill.,IL
700,700,Will,Illinois,690743,Ill.,IL
701,701,Williamson,Illinois,66597,Ill.,IL
702,702,Winnebago,Illinois,282572,Ill.,IL
703,703,Woodford,Illinois,38459,Ill.,IL
704,704,Adams,Indiana,35777,Ind.,IN
705,705,Allen,Indiana,379299,Ind.,IN
706,706,Bartholomew,Indiana,83779,Ind.,IN
707,707,Benton,Indiana,8748,Ind.,IN
708,708,Blackford,Indiana,11758,Ind.,IN
709,709,Boone,Indiana,67843,Ind.,IN
710,710,Brown,Indiana,15092,Ind.,IN
711,711,Carroll,Indiana,20257,Ind.,IN
712,712,Cass,Indiana,37689,Ind.,IN
713,713,Clark,Indiana,118302,Ind.,IN
714,714,Clay,Indiana,26225,Ind.,IN
715,715,Clinton,Indiana,32399,Ind.,IN
716,716,Crawford,Indiana,10577,Ind.,IN
717,717,Daviess,Indiana,33351,Ind.,IN
718,718,Dearborn,Indiana,49458,Ind.,IN
719,719,Decatur,Indiana,26559,Ind.,IN
720,720,DeKalb,Indiana,43475,Ind.,IN
721,721,Delaware,Indiana,114135,Ind.,IN
722,722,Dubois,Indiana,42736,Ind.,IN
723,723,Elkhart,Indiana,206341,Ind.,IN
724,724,Fayette,Indiana,23102,Ind.,IN
725,725,Floyd,Indiana,78522,Ind.,IN
726,726,Fountain,Indiana,16346,Ind.,IN
727,727,Franklin,Indiana,22758,Ind.,IN
728,728,Fulton,Indiana,19974,Ind.,IN
729,729,Gibson,Indiana,33659,Ind.,IN
730,730,Grant,Indiana,65769,Ind.,IN
731,731,Greene,Indiana,31922,Ind.,IN
732,732,Hamilton,Indiana,338011,Ind.,IN
733,733,Hancock,Indiana,78168,Ind.,IN
734,734,Harrison,Indiana,40515,Ind.,IN
735,735,Hendricks,Indiana,170311,Ind.,IN
736,736,Henry,Indiana,47972,Ind.,IN
737,737,Howard,Indiana,82544,Ind.,IN
738,738,Huntington,Indiana,36520,Ind.,IN
739,739,Jackson,Indiana,44231,Ind.,IN
740,740,Jasper,Indiana,33562,Ind.,IN
741,741,Jay,Indiana,20436,Ind.,IN
742,742,Jefferson,Indiana,32308,Ind.,IN
743,743,Jennings,Indiana,27735,Ind.,IN
744,744,Johnson,Indiana,158167,Ind.,IN
745,745,Knox,Indiana,36594,Ind.,IN
746,746,Kosciusko,Indiana,79456,Ind.,IN
747,747,LaGrange,Indiana,39614,Ind.,IN
748,748,Lake,Indiana,485493,Ind.,IN
749,749,LaPorte,Indiana,109888,Ind.,IN
750,750,Lawrence,Indiana,45370,Ind.,IN
751,751,Madison,Indiana,129569,Ind.,IN
752,752,Marion,Indiana,964582,Ind.,IN
753,753,Marshall,Indiana,46258,Ind.,IN
754,754,Martin,Indiana,10255,Ind.,IN
755,755,Miami,Indiana,35516,Ind.,IN
756,756,Monroe,Indiana,148431,Ind.,IN
757,757,Montgomery,Indiana,38338,Ind.,IN
758,758,Morgan,Indiana,70489,Ind.,IN
759,759,Newton,Indiana,13984,Ind.,IN
760,760,Noble,Indiana,47744,Ind.,IN
761,761,Ohio,Indiana,5875,Ind.,IN
762,762,Orange,Indiana,19646,Ind.,IN
763,763,Owen,Indiana,20799,Ind.,IN
764,764,Parke,Indiana,16937,Ind.,IN
765,765,Perry,Indiana,19169,Ind.,IN
766,766,Pike,Indiana,12389,Ind.,IN
767,767,Porter,Indiana,170389,Ind.,IN
768,768,Posey,Indiana,25427,Ind.,IN
769,769,Pulaski,Indiana,12353,Ind.,IN
770,770,Putnam,Indiana,37576,Ind.,IN
771,771,Randolph,Indiana,24665,Ind.,IN
772,772,Ripley,Indiana,28324,Ind.,IN
773,773,Rush,Indiana,16581,Ind.,IN
774,774,St. Joseph,Indiana,271826,Ind.,IN
775,775,Scott,Indiana,23873,Ind.,IN
776,776,Shelby,Indiana,44729,Ind.,IN
777,777,Spencer,Indiana,20277,Ind.,IN
778,778,Starke,Indiana,22995,Ind.,IN
779,779,Steuben,Indiana,34594,Ind.,IN
780,780,Sullivan,Indiana,20669,Ind.,IN
781,781,Switzerland,Indiana,10751,Ind.,IN
782,782,Tippecanoe,Indiana,195732,Ind.,IN
783,783,Tipton,Indiana,15148,Ind.,IN
784,784,Union,Indiana,7054,Ind.,IN
785,785,Vanderburgh,Indiana,181451,Ind.,IN
786,786,Vermillion,Indiana,15498,Ind.,IN
787,787,Vigo,Indiana,107038,Ind.,IN
788,788,Wabash,Indiana,30996,Ind.,IN
789,789,Warren,Indiana,8265,Ind.,IN
790,790,Warrick,Indiana,62998,Ind.,IN
791,791,Washington,Indiana,28036,Ind.,IN
792,792,Wayne,Indiana,65884,Ind.,IN
793,793,Wells,Indiana,28296,Ind.,IN
794,794,White,Indiana,24102,Ind.,IN
795,795,Whitley,Indiana,33964,Ind.,IN
796,796,Adair,Iowa,7152,Iowa,IA
797,797,Adams,Iowa,3602,Iowa,IA
798,798,Allamakee,Iowa,13687,Iowa,IA
799,799,Appanoose,Iowa,12426,Iowa,IA
800,800,Audubon,Iowa,5496,Iowa,IA
801,801,Benton,Iowa,25645,Iowa,IA
802,802,Black Hawk,Iowa,131228,Iowa,IA
803,803,Boone,Iowa,26234,Iowa,IA
804,804,Bremer,Iowa,25062,Iowa,IA
805,805,Buchanan,Iowa,21175,Iowa,IA
806,806,Buena Vista,Iowa,19620,Iowa,IA
807,807,Butler,Iowa,14439,Iowa,IA
808,808,Calhoun,Iowa,9668,Iowa,IA
809,809,Carroll,Iowa,20165,Iowa,IA
810,810,Cass,Iowa,12836,Iowa,IA
811,811,Cedar,Iowa,18627,Iowa,IA
812,812,Cerro Gordo,Iowa,42450,Iowa,IA
813,813,Cherokee,Iowa,11235,Iowa,IA
814,814,Chickasaw,Iowa,11933,Iowa,IA
815,815,Clarke,Iowa,9395,Iowa,IA
816,816,Clay,Iowa,16016,Iowa,IA
817,817,Clayton,Iowa,17549,Iowa,IA
818,818,Clinton,Iowa,46429,Iowa,IA
819,819,Crawford,Iowa,16820,Iowa,IA
820,820,Dallas,Iowa,93453,Iowa,IA
821,821,Davis,Iowa,9000,Iowa,IA
822,822,Decatur,Iowa,7870,Iowa,IA
823,823,Delaware,Iowa,17011,Iowa,IA
824,824,Des Moines,Iowa,38967,Iowa,IA
825,825,Dickinson,Iowa,17258,Iowa,IA
826,826,Dubuque,Iowa,97311,Iowa,IA
827,827,Emmet,Iowa,9208,Iowa,IA
828,828,Fayette,Iowa,19650,Iowa,IA
829,829,Floyd,Iowa,15642,Iowa,IA
830,830,Franklin,Iowa,10070,Iowa,IA
831,831,Fremont,Iowa,6960,Iowa,IA
832,832,Greene,Iowa,8888,Iowa,IA
833,833,Grundy,Iowa,12232,Iowa,IA
834,834,Guthrie,Iowa,10689,Iowa,IA
835,835,Hamilton,Iowa,14773,Iowa,IA
836,836,Hancock,Iowa,10630,Iowa,IA
837,837,Hardin,Iowa,16846,Iowa,IA
838,838,Harrison,Iowa,14049,Iowa,IA
839,839,Henry,Iowa,19954,Iowa,IA
840,840,Howard,Iowa,9158,Iowa,IA
841,841,Humboldt,Iowa,9558,Iowa,IA
842,842,Ida,Iowa,6860,Iowa,IA
843,843,Iowa,Iowa,16184,Iowa,IA
844,844,Jackson,Iowa,19439,Iowa,IA
845,845,Jasper,Iowa,37185,Iowa,IA
846,846,Jefferson,Iowa,18295,Iowa,IA
847,847,Johnson,Iowa,151140,Iowa,IA
848,848,Jones,Iowa,20681,Iowa,IA
849,849,Keokuk,Iowa,10246,Iowa,IA
850,850,Kossuth,Iowa,14813,Iowa,IA
851,851,Lee,Iowa,33657,Iowa,IA
852,852,Linn,Iowa,226706,Iowa,IA
853,853,Louisa,Iowa,11035,Iowa,IA
854,854,Lucas,Iowa,8600,Iowa,IA
855,855,Lyon,Iowa,11755,Iowa,IA
856,856,Madison,Iowa,16338,Iowa,IA
857,857,Mahaska,Iowa,22095,Iowa,IA
858,858,Marion,Iowa,33253,Iowa,IA
859,859,Marshall,Iowa,39369,Iowa,IA
860,860,Mills,Iowa,15109,Iowa,IA
861,861,Mitchell,Iowa,10586,Iowa,IA
862,862,Monona,Iowa,8615,Iowa,IA
863,863,Monroe,Iowa,7707,Iowa,IA
864,864,Montgomery,Iowa,9917,Iowa,IA
865,865,Muscatine,Iowa,42664,Iowa,IA
866,866,O'Brien,Iowa,13753,Iowa,IA
867,867,Osceola,Iowa,5958,Iowa,IA
868,868,Page,Iowa,15107,Iowa,IA
869,869,Palo Alto,Iowa,8886,Iowa,IA
870,870,Plymouth,Iowa,25177,Iowa,IA
871,871,Pocahontas,Iowa,6619,Iowa,IA
872,872,Polk,Iowa,490161,Iowa,IA
873,873,Pottawattamie,Iowa,93206,Iowa,IA
874,874,Poweshiek,Iowa,18504,Iowa,IA
875,875,Ringgold,Iowa,4894,Iowa,IA
876,876,Sac,Iowa,9721,Iowa,IA
877,877,Scott,Iowa,172943,Iowa,IA
878,878,Shelby,Iowa,11454,Iowa,IA
879,879,Sioux,Iowa,34855,Iowa,IA
880,880,Story,Iowa,97117,Iowa,IA
881,881,Tama,Iowa,16854,Iowa,IA
882,882,Taylor,Iowa,6121,Iowa,IA
883,883,Union,Iowa,12241,Iowa,IA
884,884,Van Buren,Iowa,7044,Iowa,IA
885,885,Wapello,Iowa,34969,Iowa,IA
886,886,Warren,Iowa,51466,Iowa,IA
887,887,Washington,Iowa,21965,Iowa,IA
888,888,Wayne,Iowa,6441,Iowa,IA
889,889,Webster,Iowa,35904,Iowa,IA
890,890,Winnebago,Iowa,10354,Iowa,IA
891,891,Winneshiek,Iowa,19991,Iowa,IA
892,892,Woodbury,Iowa,103107,Iowa,IA
893,893,Worth,Iowa,7381,Iowa,IA
894,894,Wright,Iowa,12562,Iowa,IA
895,895,Allen,Kansas,12369,Kans.,KS
896,896,Anderson,Kansas,7858,Kans.,KS
897,897,Atchison,Kansas,16073,Kans.,KS
898,898,Barber,Kansas,4427,Kans.,KS
899,899,Barton,Kansas,25779,Kans.,KS
900,900,Bourbon,Kansas,14534,Kans.,KS
901,901,Brown,Kansas,9564,Kans.,KS
902,902,Butler,Kansas,66911,Kans.,KS
903,903,Chase,Kansas,2648,Kans.,KS
904,904,Chautauqua,Kansas,3250,Kans.,KS
905,905,Cherokee,Kansas,19939,Kans.,KS
906,906,Cheyenne,Kansas,2657,Kans.,KS
907,907,Clark,Kansas,1994,Kans.,KS
908,908,Clay,Kansas,8002,Kans.,KS
909,909,Cloud,Kansas,8786,Kans.,KS
910,910,Coffey,Kansas,8179,Kans.,KS
911,911,Comanche,Kansas,1700,Kans.,KS
912,912,Cowley,Kansas,34908,Kans.,KS
913,913,Crawford,Kansas,38818,Kans.,KS
914,914,Decatur,Kansas,2827,Kans.,KS
915,915,Dickinson,Kansas,18466,Kans.,KS
916,916,Doniphan,Kansas,7600,Kans.,KS
917,917,Douglas,Kansas,122259,Kans.,KS
918,918,Edwards,Kansas,2798,Kans.,KS
919,919,Elk,Kansas,2530,Kans.,KS
920,920,Ellis,Kansas,28553,Kans.,KS
921,921,Ellsworth,Kansas,6102,Kans.,KS
922,922,Finney,Kansas,36467,Kans.,KS
923,923,Ford,Kansas,33619,Kans.,KS
924,924,Franklin,Kansas,25544,Kans.,KS
925,925,Geary,Kansas,31670,Kans.,KS
926,926,Gove,Kansas,2636,Kans.,KS
927,927,Graham,Kansas,2482,Kans.,KS
928,928,Grant,Kansas,7150,Kans.,KS
929,929,Gray,Kansas,5988,Kans.,KS
930,930,Greeley,Kansas,1232,Kans.,KS
931,931,Greenwood,Kansas,5982,Kans.,KS
932,932,Hamilton,Kansas,2539,Kans.,KS
933,933,Harper,Kansas,5436,Kans.,KS
934,934,Harvey,Kansas,34429,Kans.,KS
935,935,Haskell,Kansas,3968,Kans.,KS
936,936,Hodgeman,Kansas,1794,Kans.,KS
937,937,Jackson,Kansas,13171,Kans.,KS
938,938,Jefferson,Kansas,19043,Kans.,KS
939,939,Jewell,Kansas,2879,Kans.,KS
940,940,Johnson,Kansas,602401,Kans.,KS
941,941,Kearny,Kansas,3838,Kans.,KS
942,942,Kingman,Kansas,7152,Kans.,KS
943,943,Kiowa,Kansas,2475,Kans.,KS
944,944,Labette,Kansas,19618,Kans.,KS
945,945,Lane,Kansas,1535,Kans.,KS
946,946,Leavenworth,Kansas,81758,Kans.,KS
947,947,Lincoln,Kansas,2962,Kans.,KS
948,948,Linn,Kansas,9703,Kans.,KS
949,949,Logan,Kansas,2794,Kans.,KS
950,950,Lyon,Kansas,33195,Kans.,KS
951,951,McPherson,Kansas,28542,Kans.,KS
952,952,Marion,Kansas,11884,Kans.,KS
953,953,Marshall,Kansas,9707,Kans.,KS
954,954,Meade,Kansas,4033,Kans.,KS
955,955,Miami,Kansas,34237,Kans.,KS
956,956,Mitchell,Kansas,5979,Kans.,KS
957,957,Montgomery,Kansas,31829,Kans.,KS
958,958,Morris,Kansas,5620,Kans.,KS
959,959,Morton,Kansas,2587,Kans.,KS
960,960,Nemaha,Kansas,10231,Kans.,KS
961,961,Neosho,Kansas,16007,Kans.,KS
962,962,Ness,Kansas,2750,Kans.,KS
963,963,Norton,Kansas,5361,Kans.,KS
964,964,Osage,Kansas,15949,Kans.,KS
965,965,Osborne,Kansas,3421,Kans.,KS
966,966,Ottawa,Kansas,5704,Kans.,KS
967,967,Pawnee,Kansas,6414,Kans.,KS
968,968,Phillips,Kansas,5234,Kans.,KS
969,969,Pottawatomie,Kansas,24383,Kans.,KS
970,970,Pratt,Kansas,9164,Kans.,KS
971,971,Rawlins,Kansas,2530,Kans.,KS
972,972,Reno,Kansas,61998,Kans.,KS
973,973,Republic,Kansas,4636,Kans.,KS
974,974,Rice,Kansas,9537,Kans.,KS
975,975,Riley,Kansas,74232,Kans.,KS
976,976,Rooks,Kansas,4920,Kans.,KS
977,977,Rush,Kansas,3036,Kans.,KS
978,978,Russell,Kansas,6856,Kans.,KS
979,979,Saline,Kansas,54224,Kans.,KS
980,980,Scott,Kansas,4823,Kans.,KS
981,981,Sedgwick,Kansas,516042,Kans.,KS
982,982,Seward,Kansas,21428,Kans.,KS
983,983,Shawnee,Kansas,176875,Kans.,KS
984,984,Sheridan,Kansas,2521,Kans.,KS
985,985,Sherman,Kansas,5917,Kans.,KS
986,986,Smith,Kansas,3583,Kans.,KS
987,987,Stafford,Kansas,4156,Kans.,KS
988,988,Stanton,Kansas,2006,Kans.,KS
989,989,Stevens,Kansas,5485,Kans.,KS
990,990,Sumner,Kansas,22836,Kans.,KS
991,991,Thomas,Kansas,7777,Kans.,KS
992,992,Trego,Kansas,2803,Kans.,KS
993,993,Wabaunsee,Kansas,6931,Kans.,KS
994,994,Wallace,Kansas,1518,Kans.,KS
995,995,Washington,Kansas,5406,Kans.,KS
996,996,Wichita,Kansas,2119,Kans.,KS
997,997,Wilson,Kansas,8525,Kans.,KS
998,998,Woodson,Kansas,3138,Kans.,KS
999,999,Wyandotte,Kansas,165429,Kans.,KS
1000,1000,Adair,Kentucky,19202,Ky.,KY
1001,1001,Allen,Kentucky,21315,Ky.,KY
1002,1002,Anderson,Kentucky,22747,Ky.,KY
1003,1003,Ballard,Kentucky,7888,Ky.,KY
1004,1004,Barren,Kentucky,44249,Ky.,KY
1005,1005,Bath,Kentucky,12500,Ky.,KY
1006,1006,Bell,Kentucky,26032,Ky.,KY
1007,1007,Boone,Kentucky,133581,Ky.,KY
1008,1008,Bourbon,Kentucky,19788,Ky.,KY
1009,1009,Boyd,Kentucky,46718,Ky.,KY
1010,1010,Boyle,Kentucky,30060,Ky.,KY
1011,1011,Bracken,Kentucky,8303,Ky.,KY
1012,1012,Breathitt,Kentucky,12630,Ky.,KY
1013,1013,Breckinridge,Kentucky,20477,Ky.,KY
1014,1014,Bullitt,Kentucky,81676,Ky.,KY
1015,1015,Butler,Kentucky,12879,Ky.,KY
1016,1016,Caldwell,Kentucky,12747,Ky.,KY
1017,1017,Calloway,Kentucky,39001,Ky.,KY
1018,1018,Campbell,Kentucky,93584,Ky.,KY
1019,1019,Carlisle,Kentucky,4760,Ky.,KY
1020,1020,Carroll,Kentucky,10631,Ky.,KY
1021,1021,Carter,Kentucky,26797,Ky.,KY
1022,1022,Casey,Kentucky,16159,Ky.,KY
1023,1023,Christian,Kentucky,70461,Ky.,KY
1024,1024,Clark,Kentucky,36263,Ky.,KY
1025,1025,Clay,Kentucky,19901,Ky.,KY
1026,1026,Clinton,Kentucky,10218,Ky.,KY
1027,1027,Crittenden,Kentucky,8806,Ky.,KY
1028,1028,Cumberland,Kentucky,6614,Ky.,KY
1029,1029,Daviess,Kentucky,101511,Ky.,KY
1030,1030,Edmonson,Kentucky,12150,Ky.,KY
1031,1031,Elliott,Kentucky,7517,Ky.,KY
1032,1032,Estill,Kentucky,14106,Ky.,KY
1033,1033,Fayette,Kentucky,323152,Ky.,KY
1034,1034,Fleming,Kentucky,14581,Ky.,KY
1035,1035,Floyd,Kentucky,35589,Ky.,KY
1036,1036,Franklin,Kentucky,50991,Ky.,KY
1037,1037,Fulton,Kentucky,5969,Ky.,KY
1038,1038,Gallatin,Kentucky,8869,Ky.,KY
1039,1039,Garrard,Kentucky,17666,Ky.,KY
1040,1040,Grant,Kentucky,25069,Ky.,KY
1041,1041,Graves,Kentucky,37266,Ky.,KY
1042,1042,Grayson,Kentucky,26427,Ky.,KY
1043,1043,Green,Kentucky,10941,Ky.,KY
1044,1044,Greenup,Kentucky,35098,Ky.,KY
1045,1045,Hancock,Kentucky,8722,Ky.,KY
1046,1046,Hardin,Kentucky,110958,Ky.,KY
1047,1047,Harlan,Kentucky,26010,Ky.,KY
1048,1048,Harrison,Kentucky,18886,Ky.,KY
1049,1049,Hart,Kentucky,19035,Ky.,KY
1050,1050,Henderson,Kentucky,45210,Ky.,KY
1051,1051,Henry,Kentucky,16126,Ky.,KY
1052,1052,Hickman,Kentucky,4380,Ky.,KY
1053,1053,Hopkins,Kentucky,44686,Ky.,KY
1054,1054,Jackson,Kentucky,13329,Ky.,KY
1055,1055,Jefferson,Kentucky,766757,Ky.,KY
1056,1056,Jessamine,Kentucky,54115,Ky.,KY
1057,1057,Johnson,Kentucky,22188,Ky.,KY
1058,1058,Kenton,Kentucky,166998,Ky.,KY
1059,1059,Knott,Kentucky,14806,Ky.,KY
1060,1060,Knox,Kentucky,31145,Ky.,KY
1061,1061,LaRue,Kentucky,14398,Ky.,KY
1062,1062,Laurel,Kentucky,60813,Ky.,KY
1063,1063,Lawrence,Kentucky,15317,Ky.,KY
1064,1064,Lee,Kentucky,7403,Ky.,KY
1065,1065,Leslie,Kentucky,9877,Ky.,KY
1066,1066,Letcher,Kentucky,21553,Ky.,KY
1067,1067,Lewis,Kentucky,13275,Ky.,KY
1068,1068,Lincoln,Kentucky,24549,Ky.,KY
1069,1069,Livingston,Kentucky,9194,Ky.,KY
1070,1070,Logan,Kentucky,27102,Ky.,KY
1071,1071,Lyon,Kentucky,8210,Ky.,KY
1072,1072,McCracken,Kentucky,65418,Ky.,KY
1073,1073,McCreary,Kentucky,17231,Ky.,KY
1074,1074,McLean,Kentucky,9207,Ky.,KY
1075,1075,Madison,Kentucky,92987,Ky.,KY
1076,1076,Magoffin,Kentucky,12161,Ky.,KY
1077,1077,Marion,Kentucky,19273,Ky.,KY
1078,1078,Marshall,Kentucky,31100,Ky.,KY
1079,1079,Martin,Kentucky,11195,Ky.,KY
1080,1080,Mason,Kentucky,17070,Ky.,KY
1081,1081,Meade,Kentucky,28572,Ky.,KY
1082,1082,Menifee,Kentucky,6489,Ky.,KY
1083,1083,Mercer,Kentucky,21933,Ky.,KY
1084,1084,Metcalfe,Kentucky,10071,Ky.,KY
1085,1085,Monroe,Kentucky,10650,Ky.,KY
1086,1086,Montgomery,Kentucky,28157,Ky.,KY
1087,1087,Morgan,Kentucky,13309,Ky.,KY
1088,1088,Muhlenberg,Kentucky,30622,Ky.,KY
1089,1089,Nelson,Kentucky,46233,Ky.,KY
1090,1090,Nicholas,Kentucky,7269,Ky.,KY
1091,1091,Ohio,Kentucky,23994,Ky.,KY
1092,1092,Oldham,Kentucky,66799,Ky.,KY
1093,1093,Owen,Kentucky,10901,Ky.,KY
1094,1094,Owsley,Kentucky,4415,Ky.,KY
1095,1095,Pendleton,Kentucky,14590,Ky.,KY
1096,1096,Perry,Kentucky,25758,Ky.,KY
1097,1097,Pike,Kentucky,57876,Ky.,KY
1098,1098,Powell,Kentucky,12359,Ky.,KY
1099,1099,Pulaski,Kentucky,64979,Ky.,KY
1100,1100,Robertson,Kentucky,2108,Ky.,KY
1101,1101,Rockcastle,Kentucky,16695,Ky.,KY
1102,1102,Rowan,Kentucky,24460,Ky.,KY
1103,1103,Russell,Kentucky,17923,Ky.,KY
